7.371387,miss
0.04594016,miss
3.06583,miss
0.2315643,miss
0.4969556,miss
2.47205,miss
16.38213,miss
8.647922,miss
3.23187,hit
1.458335,hit
16.8496,miss
3.402463,miss
5.714743,miss
1.189922,hit
2.857424,miss
1.626829,miss
18.70198,miss
3.203181,miss
0.2929726,miss
0.2539282,miss
5.509919,miss
0.06093836,miss
1.845703,hit
2.426857,hit
10.06712,hit
1.261643,hit
1.367487,hit
1.269317,hit
11.94876,hit
1.537825,hit
3.405896,hit
1.181054,hit
1.838623,hit
1.30638,hit
2.691253,hit
5.923746,miss
1.273478,hit
6.03252,hit
2.004296,hit
1.465886,hit
